Tweets,Sentiment
Pain from sciatica: no improvement with pregabalin in major randomised trial. http:// ow.ly/9gVv30aauv7,positive
The anti-convulsant drugs gabapentin and pregabalin may be used. Fibromyalgia,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Occipital Neuralgia Cervicogenic Headache Temporomandibular Tramadol Pregabalin pic.twitter.com/eTrQ7X1XsK,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  health fear Pregabalin Fentanyl Buccal recovery Tapentadol Occipital Neuralgia pic.twitter.com/UtQ9rJM28W,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNh7LrRSo5Y.twitter ,positive
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Temporomandibular Tramadol Pregabalin Occipital Neuralgia Cervicogenic Headache pic.twitter.com/zJAelKCnJ8,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Fentanyl Buccal recovery Tapentadol Occipital Neuralgia health fear Pregabalin pic.twitter.com/VD3H2VE4Ax,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Tramadol Pregabalin Cervicogenic Headache Temporomandibular Occipital Neuralgia pic.twitter.com/C6DXd1lLQG,neutral
Pregabalin and duloxetine are approved for the management of #fibromyalgia .,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  health fear Fentanyl Buccal recovery Tapentadol Pregabalin Occipital Neuralgia pic.twitter.com/diQ4TKs48r,neutral
anyone with more than a minor ache seems to be prescribed pregabalin .,positive
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Pregabalin Occipital Neuralgia Cervicogenic Headache Temporomandibular Tramadol pic.twitter.com/nhSuQZ4BWc,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Fentanyl Buccal recovery fear Pregabalin Tapentadol health Occipital Neuralgia pic.twitter.com/lhHGCRZKxJ,neutral
The fact that people R taking a substance like Pregabalin speaks volumes about dislocation in society. #prisonplanet as in rat park,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Pregabalin Occipital Neuralgia Cervicogenic Headache Temporomandibular Tramadol pic.twitter.com/rK24mEuBhs,neutral
Pregabalin vs placebo for Acute and Chronic Sciatica  @NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home ,positive
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Fentanyl Buccal recovery Pregabalin Tapentadol health fear Occipital Neuralgia pic.twitter.com/qT3tDzfHAG,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Pregabalin Cervicogenic Headache Temporomandibular Tramadol Occipital Neuralgia pic.twitter.com/jxRIIR8Wmm,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Tapentadol health fear Fentanyl Buccal recovery Pregabalin Occipital Neuralgia pic.twitter.com/EqUU8Dl1bW,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Tramadol Cervicogenic Headache Temporomandibular Pregabalin Occipital Neuralgia pic.twitter.com/2wWzJYNPtE,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Fentanyl Buccal recovery fear Pregabalin Occipital Neuralgia Tapentadol health pic.twitter.com/AtOHbvjjUb,neutral
No Benefit of Pregabalin in Sciatica #physiatry http://www. medscape.com/viewarticle/87 7640 ,neutral
The debate between pregabalin and placebo when treating #sciatica patients. Dr. Danesh explains weighs in: http:// mshs.co/PEj130ae5BL,neutral
The debate between pregabalin and placebo when treating #sciatica patients. Dr. Danesh explains weighs in: http:// mshs.co/PEj130ae5BL,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Temporomandibular Tramadol Pregabalin Occipital Neuralgia Cervicogenic Headache pic.twitter.com/AD9KICvPOp,neutral
Double blind RCT of pregabalin for back pain in @NEJM . Don't get your hopes up. @young_cait_11 http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#article  pic.twitter.com/V5A6uR8wsS,negative
Pregabalin non superiore al placebo nel dolore da #sciatica https:// twitter.com/NEJM/status/84 4656202189561857 ,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  recovery Tapentadol Fentanyl Buccal health fear Pregabalin Occipital Neuralgia pic.twitter.com/pxUXeLkrZD,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Temporomandibular Occipital Neuralgia Tramadol Pregabalin pic.twitter.com/Ae2F85i4zR,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Fentanyl Buccal recovery Tapentadol Pregabalin Occipital Neuralgia health fear pic.twitter.com/uy3LHR75zl,neutral
Challenging conventional wisdom: Pregabalin not useful for sciatica #level1RCT http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home&  @SpineUniverse @kcspine,positive
 @MaryOKeeffe007 : Pregabalin No Help for Sciatica Leg Pain https://www. medpagetoday.com/Neurology/Pain Management/64054   @emma_mair1 30 mins worth of reading???,positive
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Tramadol Cervicogenic Headache Temporomandibular Pregabalin Occipital Neuralgia pic.twitter.com/eA7ofvzuzS,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Fentanyl Buccal recovery fear Pregabalin Occipital Neuralgia Tapentadol health pic.twitter.com/a70VPqTjoo,neutral
Pregabalin found ineffective against sciatic pain http:// dlvr.it/NkLvw6 pic.twitter.com/Kct3Q5FyZT,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Temporomandibular Pregabalin Occipital Neuralgia Tramadol pic.twitter.com/WIYGe0US2S,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Fentanyl Buccal recovery Tapentadol health fear Pregabalin Occipital Neuralgia pic.twitter.com/yJGUuB0Okg,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Temporomandibular Tramadol Pregabalin Occipital Neuralgia pic.twitter.com/77dCwk5N8p,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Fentanyl Buccal recovery Tapentadol Pregabalin Occipital Neuralgia health fear pic.twitter.com/cLwib0Eg3g,neutral
Pregabalin harm reduction campaign launched on drugs.ie - Drug and Alcohol Information and Support in Ireland http:// buff.ly/2ngcUex pic.twitter.com/CBuQxQ1V7H,neutral
My 'hairy' experiences of #Pregabalin for #fibromyalgia ! http:// buff.ly/2n4Cv8n #spoonie #Lyrica #chronicpain #fibro #chroniclife #CFS pic.twitter.com/OPVb4EKJEr,neutral
Pregabalin Doesn't Help Sciatica Pain  Physicians First Watch http:// ow.ly/wlwq30adDBS,positive
yes but it depends on the cause of backache. Many causes. But pregabalin only works for nerve pain,positive
Treatment with pregabalin did not significantly reduce the intensity of leg pain associated with sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home ,positive
Waking up after taking pregabalin for the first time in ages is like trying to wake up from a coma,positive
Pregabalin of no benefit in sciatica http:// buff.ly/2nUG0mY pic.twitter.com/j6RqdWqDKA,neutral
Pregabalin Powder CAS: 148553-50-8 Pharmaceutical Raw Materials https:// plus.google.com/10420075916367 2197383/posts/WRusN25ng4u?_utm_source=199-1-1 ,negative
New NNTPreoperative use of pregabalin for acute pain in spine surgery: A meta-analysis of randomized controlled http:// bit.ly/2nSF6Xr,positive
Preoperative use of pregabalin for acute pain in spine surgery: A meta-analysis of randomized controlled trials. http:// ift.tt/2mwQHaZ,positive
for neuropathic pain but didn't help with fatigue etc. Then I switched to Pregabalin which again has s/effects but takes...,neutral
Pregabalin may treat the pain and the stiffness on which other medication doesn't work,negative
#Pregabalin ,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Tramadol Pregabalin Occipital Neuralgia Cervicogenic Headache Temporomandibular pic.twitter.com/m990bUN2KI,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Pregabalin Cervicogenic Headache Temporomandibular Tramadol Occipital Neuralgia pic.twitter.com/E0NtHTiYVY,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Temporomandibular Occipital Neuralgia Tramadol Pregabalin pic.twitter.com/I62wSKzYbc,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Occipital Neuralgia Cervicogenic Headache Temporomandibular Tramadol Pregabalin pic.twitter.com/jEYlbCdTeR,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Temporomandibular Tramadol Pregabalin Occipital Neuralgia Cervicogenic Headache pic.twitter.com/f1jIw54h14,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Temporomandibular Tramadol Pregabalin Cervicogenic Headache Occipital Neuralgia pic.twitter.com/XqCSHw1EJV,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Temporomandibular Occipital Neuralgia Tramadol Pregabalin pic.twitter.com/AVxqgGjPZY,neutral
Sciatica drug Pregabalin no more effective than placebo: study http:// ln.is/www.abc.net.au /news/tMMze  pic.twitter.com/ZdUbllzAV8,positive
Sciatic pain does not need pregabalin #overtreatment http://www. jwatch.org/FW112685 via @Physns1stWatch,neutral
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Tramadol Pregabalin Temporomandibular Occipital Neuralgia pic.twitter.com/UsmuryCj7I,neutral
Pregabalin No Help for Sciatica Leg Pain | Medpage Today http:// ow.ly/zh4730afTL8,neutral
#Lyrica Offers No Relief to Those Suffering from Pain Associated with #Sciatica http:// nationalpainreport.com/lyrica-offers- no-relief-to-those-suffering-from-pain-associated-with-sciatica-8833203.html  #chronicpain #pregabalin #caution,positive
Pregabalin no better than placebo for sciatica http:// wapo.st/2mtKG2Z?tid=ss _tw-bottom ,negative
A popular drug prescribed for #sciatica is found to be no more effective than #placebo . #pregabalin #lyrica http:// ow.ly/LuSX30abx3m,positive
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Pregabalin Occipital Neuralgia Cervicogenic Headache Temporomandibular Tramadol pic.twitter.com/J9gq6z2Q97,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http:// fb.me/QRfBKQOA,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNa9yUHwpdQ.twitter ,positive
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Pregabalin Occipital Neuralgia Temporomandibular Tramadol pic.twitter.com/7roEcRRhL8,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http:// fb.me/8mCpPC8FP,positive
Pregabalin is not useful for sciatica. @SemesMir @ketaminh @SEMES_ @emresidents @research_er @EuropSocEM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC ,positive
. @gcliffordPT @drdhanlon @NicolaMCochrane @austinpbyrne #pregabalin usage really escalated when they got a licence for generalised anxiety,positive
. @gcliffordPT @drdhanlon @NicolaMCochrane @austinpbyrne I'm unsure of any stats re #pregabalin usage in sciatica. I never start it.,neutral
. @gcliffordPT @drdhanlon @NicolaMCochrane @austinpbyrne I have never seen #pregabalin prescribed for acute pain of any aetiology. 1/2,positive
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Temporomandibular Pregabalin Occipital Neuralgia Tramadol pic.twitter.com/4vAEzFmCy8,neutral
Can I ask how freq pregabalin is prescribed by GPs for sciatica?,neutral
. @drdhanlon @NicolaMCochrane @austinpbyrne @gcliffordPT Agreed David #pregabalin in high demand among #drugusers and in the #prison setting,positive
Oh so mas maganda pala si pregabalin kesa kay gabapentin Kyemeru hahaha,positive
http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s  Cervicogenic Headache Temporomandibular Tramadol Pregabalin Occipital Neuralgia pic.twitter.com/xqWPnhn5Ru,neutral
How Gabapentin Differs From Pregabalin http://www. pharmacytimes.com/contributor/je ffrey-fudin/2015/09/how-gabapentin-differs-from-pregabalin ,neutral
#Pregabalin drug more & more prevalent on the streets. Drug & harm reduction info http://www. drugs.ie/pregabalin,positive
Pregabalin harm reduction campaign launched on drugs.ie - Drug and Alcohol Information- Drugs.ie http://www. drugs.ie/news/article/p regabalin_harm_reduction_campaign_launched?utm_content=buffer126d9&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer  via @drugsdotie,positive
Pregabalin improved both insomnia and the back pain from spine fractures of my patient.Side effect works well.,neutral
Treatment with pregabalin does not reduce intensity of leg pain associated with sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
Pregabalin ,neutral
Sciatica and back pain: no relief from pregabalin or paracetamol #OsteopathyWorks #Rugby http://www. cochrane.org/CD012230/BACK_ paracetamol-low-back-pain  https://www. univadis.co.uk/viewarticle/sc iatica-no-relief-from-pregabalin-499968 ,neutral
Yes but can sciatica be many things including musculoskeletal. Pregabalin works 4 neuropathic. You need a good diagnostician b4 meds #foamed https:// twitter.com/drgrinzi/statu s/845078747468390400 ,positive
Pregabalin no better than placebo for acute and chronic sciatica https:// twitter.com/nejm/status/84 4656202189561857 ,positive
Sciatica drug Pregabalin no more effective than placebo: study http:// crwd.fr/2n3Wrt1 pic.twitter.com/etloHJWFag,positive
RT mgtmccartney: pregabalin in sciatica. doesn't work,neutral
which in itself is amusing as both pregabalin and sertraline are meant to not cause anxiety,positive
hm...how well does pregabalin and sertraline mix....,neutral
Pregabalin may treat the pain and the stiffness on which other medication doesn't work,negative
Pregabalin is an anticonvulsant drug used for #NeuropathicPain .,neutral
Pregabalin,neutral
Pregabalin - Back Pain Solution Similar to Placebo: http:// youtu.be/pc0bNBdGrFg?a via @YouTube,neutral
Pregabalin No Help for Sciatica Leg Pain https://www. medpagetoday.com/neurology/pain management/64054 ,neutral
Pregabalin doesn't work for Acute or Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#.WNXTXL-Neo4.twitter ,positive
[MEDICINE] Trial of Pregabalin for Acute and Chronic Sciatica #MedEd #Science #mLearning  http:// bit.ly/2nRAu4s,positive
Trial of Pregabalin for Acute and Chronic Sciatica @NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNXPrikYUiU.twitter ,positive
haven't read complete text. Feel driver of sciatica probably important. Me? I'd want pregabalin and consider injection,positive
Pregabalin ..,neutral
New CME: http:// openc.me/lzqckj Trial of Pregabalin for Acute and Chronic Sciatica #neurology,positive
New CME: http:// openc.me/lzqckj Trial of Pregabalin for Acute and Chronic Sciatica,positive
Pregabalin Doesnt Cut Intensity of Sciatica-Linked Leg Pain http:// buff.ly/2ngquA0,neutral
Pregabalin no better than placebo for sciatica https:// twitter.com/nejm/status/84 4656202189561857 ,negative
Study: Pregabalin may be no better than a placebo when it comes to treating #sciatica ,negative
From Pages to Practice: A PRECISE Study of Pregabalin for Sciatica https:// resident360.nejm.org/content_items/ 2534/  #MedEd pic.twitter.com/rqz5E0p9it,positive
Is Pregabalin Ineffective in Acute or Chronic Sciatica?  NEJM https:// lnkd.in/gtEH8BA,positive
Nobody let me go into the Dr next wk and say 'Oh ok then,positive
Pregabalin trial suggests it may be no better than placebo for relieving leg pain associated with sciatica: http:// ow.ly/q2L930aeyRQ,negative
Join the new #NEJMForum : Ask the Authors & Experts: Trial of Pregabalin for Acute and Chronic Sciatica http:// jwat.ch/2nMJBCZ pic.twitter.com/qQrJgBD8V0,positive
be careful of you use AAH. Weve found that even if ordering Alzain,negative
Low #backpain clinical pearl: #pregabalin does not work in acute or chronic #sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
- ligament. He's gonna send me for a scan! Also got given Pregabalin so we'll see what that does...,neutral
Started prescribing Pregabalin as ALZAIN brand in Doncaster as per latest meds man update.Licenced for pain indications and < #stockup,positive
Lyrica ( pregabalin ),neutral
http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC  is pregabalin useless in chronic neurgenic pain?,negative
New Ask the Authors & Experts: Trial of Pregabalin for Acute and Chronic Sciatica http:// nej.md/2ndXXeF #NEJMForum,positive
NEJM Lyrica ( pregabalin ) ineffective in RCT of acute/chronic sciatica pain. 209 pts,positive
Interesting! I believe the placebo effect was more important than #pregabalin .... https:// lnkd.in/ecrZ2Zt,positive
A PRECISE Study of Pregabalin for Sciatica | NEJM Resident 360 https:// resident360.nejm.org/content_items/ 2534/ ,positive
Not effective acutely @KrembilRI @UHN_News @DrFehlings Is #Pregabalin Ineffective in Acute/Chronic #Sciatica ?  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMe1701147#.WNU6sIvOITU.twitter ,positive
Pregabalin (Lyrica) effective for back and leg pain?? new study in NEJM http:// ow.ly/tSAN30ae5GT,positive
No Benefit of Pregabalin in Sciatica http:// dlvr.it/NjYyCT,neutral
Ask the Authors: Trial of Pregabalin for Acute and Chronic Sciatica http:// nej.md/2nsI8RO,positive
Pregabalin harm reduction campaign launched on drugs.ie: http:// buff.ly/2naba6A pic.twitter.com/SqBZuZACtR,neutral
Trial of Pregabalin for Acute and Chronic Sciatica in Australia failed to outperform placebo http:// ow.ly/2kxZ30abrD0,positive
PRECISE - pregabalin in addition to usual care for sciatica: study protocol for a randomised controlled trial. https://www. ncbi.nlm.nih.gov/pubmed/23845078,positive
Pregabalin found ineffective against sciatic pain http:// fb.me/67j0X4OVq,neutral
Pregabalin found ineffective against sciatic pain http:// reut.rs/2neAgD3 via @Reuters,neutral
Pregabalin treatment in a pregnant woman with glossopharyngeal neuralgia. http:// ift.tt/2nL4Hld,positive
Important and useful info on #pregabalin #doselow #harmreduction #drugs https:// twitter.com/drugsdotie/sta tus/844489346078199808 ,positive
Lyrica ( Pregabalin ) Is An Ineffective Sciatica Treatment - The People's Pharmacy https://www. peoplespharmacy.com/2017/03/23/lyr ica-pregabalin-is-an-ineffective-sciatica-treatment/?utm_source=sm&utm_medium=twitter&utm_campaign=sumome_share  via @PeoplesPharmacy,neutral
Neither a traditional drug of abuse or a modern synthetic drug,positive
Pregabalin bei Ischiasschmerz in Studie ohne Wirkung http:// ift.tt/2neajBP pic.twitter.com/UEJWaYC8Ae,neutral
Pregabalin bei Ischiasschmerz in Studie ohne Wirkung https://www. aerzteblatt.de/nachrichten/73 758/Pregabalin-bei-Ischiasschmerz-in-Studie-ohne-Wirkung ,neutral
Pregabalin bei Ischiasschmerz in Studie ohne Wirkung http:// dlvr.it/NjRbd7 pic.twitter.com/Prh1u5xgY8,neutral
The anti-convulsant drugs gabapentin and pregabalin may be used. #Fibromyalgia,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNThNei4bgc.twitter ,positive
Pregabalin of no benefit (+ worse adverse events) for sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC  @rcgp @pulsetoday @GPonlinenews,negative
Pregabalin use clearly needs revision but only ever intended for symptomatic relief not cure,positive
Pregabalin and duloxetine are approved for the management of #fibromyalgia .,neutral
Pregabalin improved both insomnia and the back pain from spine fractures of my patient.Side effect works well.,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNSmz3QFyp0.twitter ,positive
Pregabalin ,neutral
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home#.WNShOSMTrKA.twitter ,positive
No Benefit of Pregabalin in Sciatica http://www. medscape.com/viewarticle/87 7640?src=wnl_edit_tpal?src=soc_tw_share  via @medscape,neutral
Pregabalin no better than placebo in acute sciatica. http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
#Pregabalin found #ineffective against sciatic #pain . #Reuters : http:// ht.ly/k0JY30aaIjU,neutral
My post on Pregabalin in Sciatica,neutral
Pregabalin made no difference in leg pain,neutral
The Health News  24 March 2017 http:// healthprofessionalradio.com.au/health-news-24 -march-2017/  #nojabnoplay #unvaccinatedchildren #paramedics #Pregabalin #sciatica pic.twitter.com/ZxsHaFzmn5,neutral
Sciatica medication Pregabalin found to be no more effective than placebo http:// ow.ly/Astt30acLGs,positive
have u ever abuse pregabalin ? It really nice kinda like a good buzz relaxing like weed,positive
Im on pregabalin which is apparently abused,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC#.WNRbdQtfcCs.twitter ,positive
Pregabalin harm reduction campaign launched on drugs.ie http:// 2recover.org/2nNYcOY,neutral
Pregabalin harm reduction campaign launched on drugs.ie http:// 2recover.org/2nNYcOY,neutral
Not sure whether I took two pregabalin by mistake this morning or none last night. Would explain waking up with the sweats though :-\,negative
Treatment with pregabalin did not significantly reduce the intensity of leg pain associated with sciatica as compared with placebo,negative
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
Sciatica drug Pregabalin no more effective than placebo: study http://www. abc.net.au/news/2017-03-2 3/sciatica-drug,positive
Lyrica ( Pregabalin ) Is An Ineffective Sciatica Treatment - Sciatica sucks! Sadly,negative
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNRJEhpDqsk.twitter ,positive
Interesting article Bad medicine: gabapentin and pregabalin " (via #pubmedontap ) @NEJM http://www. ncbi.nlm.nih.gov/pubmed/2421225 2?dopt=Citation ",negative
Interesting article Perioperative pregabalin administration does not prevent chron..." (via #pubmedontap ) http://www. ncbi.nlm.nih.gov/pubmed/2829665 2?dopt=Citation ",positive
Interesting article Benzodiazepine,positive
Interesting article Trial of Pregabalin for Acute and Chronic Sciatica" (via #pubmedontap ) http://www. ncbi.nlm.nih.gov/pubmed/2832832 4?dopt=Citation ",positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNRGGz-o2Eg.twitter ,positive
pharmacydaily: PD for Fri 24 Mar 2017: Sigma confirms forecast,neutral
PD for Fri 24 Mar 2017: Sigma confirms forecast,neutral
Pregabalin is known as a powerful and expensive painkiller. Surprisingly,positive
u sure you aren't mixing gabapentin with pregabalin ?,positive
NEJM study shows pregabalin no better than placebo for sciatica. I'm skeptical about many we use for neuropathic pain #deprescribing,negative
Pregabalin found ineffective against sciatic pain,neutral
# # https:// twitter.com/tshashin/statu s/844872468686778369 ,neutral
PRECISE trial shows pregabalin ineffective for Acute and Chronic sciatica @NEJM #sciatica pic.twitter.com/WZIXsXYUxK,positive
Trial of Pregabalin for Acute and Chronic Sciatica. - PubMed - NCBI https://www. ncbi.nlm.nih.gov/m/pubmed/28328 324/ ,positive
actually we still don't know fully the pharmacodynamics behind Pregabalin .,negative
Pregabalin no better than placebo for sciatica. Congrats to @JaneJlatimer & colleagues on their paper in NEJM today. http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
Isn't pregabalin an anticonvulsant with secondary effect on nerve impulse transmission not a painkiller i.e. analgesic https:// twitter.com/drchristinelin /status/844776669902626816 ,negative
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?af=R&rss=currentIssue ,positive
In a country where the states Bill for pregabalin alone is 38 million per year ?,neutral
Pregabalin found to be ineffective in the treatment of sciatic pain. https://www. google.co.uk/amp/mobile.reu ters.com/article/amp/idUSKBN16T32Q ,neutral
 Pregabalin no better than placebo in treating #sciatica ,negative
Is Pregabalin Ineffective in Acute or Chronic Sciatica?  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMe1701147#.WNQlDPV27TA.twitter ,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNQk-GPkToI.twitter ,positive
A study shows Placebo has the same painkiller effect as Pregabalin with less side effects in sciatica treatment. https://www. washingtonpost.com/news/to-your-h ealth/wp/2017/03/22/a-painkiller-found-to-be-no-better-than-placebo-for-sciatica/?tid=sm_tw&utm_term=.fdfc6f191647 ,negative
The widely prescribed pain drug pregabalin (brand name: Lyrica) is no better than a placebo for back and leg pain. http:// tinyurl.com/meu46t6,negative
for which pregabalin might have some effect upon,neutral
Pregabalin ,neutral
Pregabalin found ineffective against sciatic pain http://www. reuters.com/article/us-hea lth-lyrica-sciatica-trial-idUSKBN16T32Q ,neutral
Treatment with pregabalin did not significantly reduce the intensity of leg pain associated with sciatica - RCT https:// twitter.com/nejm/status/84 4656202189561857 ,negative
Drug No Better Than Placebo for Lower Back,negative
@paintoolkit2 @medpagetoday I am not a supporter of pregabalin just want the message to. E correct,neutral
@paintoolkit2 @medpagetoday -not quote the full story - pregabalin is not an analgesic per se so we shouldn't be surprised,positive
@ShoulderGeek1 those with symptoms likely to respond to pregabalin versus this unlikely - not an analgesic drug !,negative
No Benefit of Pregabalin in Sciatica https:// goo.gl/fb/AKgdLk,neutral
Es sobre este estudio del New England Trial of Pregabalin for Acute and Chronic Sciatica Sobre la mafia del dolor http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292  https:// twitter.com/avillegasrey/s tatus/844962429532618752 ,positive
Trial of Pregabalin for Acute and Chronic Sciatica  NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 ,positive
No Benefit of Pregabalin in Sciatica http:// dlvr.it/Nj7k7C,neutral
No Benefit of Pregabalin in Sciatica http:// dlvr.it/Nj7fbD #neurology #mentalhealth,neutral
Yeah. Pregabalin and gabapentin are common you've gotta try something,negative
Pregabalin Doesn't Help #Sciatica Pain https:// shar.es/1QnGZJ,neutral
No Benefit of Pregabalin in Sciatica http://www. medscape.com/viewarticle/87 7640?src=rss ,neutral
Why cynical? Sciatica isn't on the label and does not appear to have been studied in any prior pregabalin trial.,negative
Study finds #Lyrica works no better than #placebo in relieving #pain caused by #sciatica . #pregabalin #neuropathy http:// goo.gl/sMWewA,negative
