date,retweets,favorites,text,mentions,hashtags,id,permalink
3/31/2017 13:27,0,1,Makes one consider how and why gabapentinoids are used periop. Pregabalin for acute and chronic sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WN4LG-7r4D8.twitter …,,#,8.48E+17,https://twitter.com/glbryson/status/847719538275700737
3/31/2017 13:21,0,0,Took pregabalin for my back when I went to sleep last night.. me when I woke up an hour later pic.twitter.com/WgBB6Z9PFx,,,8.48E+17,https://twitter.com/scotttownend2/status/847717983774326784
3/31/2017 12:57,0,3,Pregabalin : we didn't call it the gay drug for no reason :p https://www. washingtonpost.com/news/to-your-h ealth/wp/2017/03/22/a-painkiller-found-to-be-no-better-than-placebo-for-sciatica/?utm_term=.323be50ff344 …,,,8.48E+17,https://twitter.com/salarkhel/status/847711948816867329
3/31/2017 11:41,0,0,bmj_latest: RT RichardLehman1: Pain is personal. Pregabalin definitely not first choice for sciatica NEJM but does it work for anyone? Not …,,,8.48E+17,https://twitter.com/aruberutou/status/847692771251036162
3/31/2017 10:53,0,2,recent pregabalin study post Nice update? pic.twitter.com/iLIxUa7Eg4,,,8.48E+17,https://twitter.com/johngreennhs/status/847680665302609921
3/31/2017 2:55,0,0,Pregabalin vs Placebo for #Sciatica : Is It Effective? http:// ow.ly/tXLh30amyDa,,#Sciatica,8.48E+17,https://twitter.com/RehabApex/status/847560355362422784
3/31/2017 2:38,0,0,Low back pain pill a 'sham' Pregabalin 'no better than placebo' in treating sciatica A drug called pregabalin ... http:// fb.me/8ky7Eq3Xw,,,8.48E+17,https://twitter.com/snehithjalagam/status/847556107245694976
3/31/2017 0:31,0,0,Pregabalin day 2: Pleasing,,,8.48E+17,https://twitter.com/StillRoxstar/status/847524263129157638
3/30/2017 23:09,0,0,Concern over street use of epilepsy drug in Dublin and Limerick Pregabalin – a prescription drug – is being sold... http:// fb.me/20bkNbQBm,,,8.48E+17,https://twitter.com/AnthonyICHH/status/847503624510910464
3/30/2017 21:17,0,1,Glad I'm only on 50 mg Medikinet (for my ADHD),,,,
3/30/2017 20:58,2,2,Pregabalin no better than placebo for sciatica. Almost twice as many subjects had adverse effects with pregabalin . http:// fb.me/5XQwxgPMa,,,8.47E+17,https://twitter.com/dfjpt/status/847470720452120576
3/30/2017 20:13,0,0,Pregabalin didn't do anything for me (but it can help some). I'm signed off indefinitely at the moment til docs work it out.,,,8.47E+17,https://twitter.com/FibroJedi/status/847459358959063041
3/30/2017 20:06,0,0,wie sind pregabalin ?,,,8.47E+17,https://twitter.com/Yung_Nhoj/status/847457416211976192
3/30/2017 20:02,0,0,pregabalin no good 4 sciatica http:// goo.gl/alerts/PS8FK use wheat cushions 20% discount https://www. etsy.com/shop/PainRelie fCushions … EASTER SALE 1-17TH APRIL,,,8.47E+17,https://twitter.com/GenealogyData/status/847456381133180931
3/30/2017 20:01,1,0,No Benefit of Pregabalin in Sciatica https:// lnkd.in/eFZVZ-Q,,,8.47E+17,https://twitter.com/SportsMedOsteo/status/847456337181130753
3/30/2017 17:08,1,1,#Pregabalin #harmreduction campaign launched on @drugsdotie http://www. drugs.ie/news/article/p regabalin_harm_reduction_campaign_launched … via @drugsdotie,@drugsdotie @drugsdotie,#Pregabalin #harmreduction,8.47E+17,https://twitter.com/HIV_Ireland/status/847412611117232128
3/30/2017 16:28,2,5,John Tanner quotes N Engl J Med 2017; 376:1111-1120 no effect of Pregabalin on sciatica pain is this addictive Med an illusion? #basemspine pic.twitter.com/qF4oEt4n28,,#basemspine,8.47E+17,https://twitter.com/wilkesy49/status/847402675993890816
3/30/2017 16:23,2,3,But recent evidence shows pregabalin doesn’t work! So are neuropathic agents really the next step for radiculagia from PIVD? #basemspine https:// twitter.com/linearprobe/st atus/847401281865998338 …,,#basemspine,8.47E+17,https://twitter.com/LinearProbe/status/847401491363004416
3/30/2017 15:29,0,1," Pregabalin (Lyrica) - no more effective than placebo"" Trial of Pregabalin for Acute and Chronic Sciatica http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 … #NEJM""",,#NEJM,8.47E+17,https://twitter.com/spins_wobble/status/847387748474408961
3/30/2017 15:14,0,1,PAIN | Trial of Pregabalin for Acute and Chronic Sciatica. https:// plus.mcmaster.ca/PainPlus/Socia l/Article/uTU4INZM4DOnHUVhSpHMwA?Source=email#.WNy87hoJ8J0.twitter …,,#,8.47E+17,https://twitter.com/JennieW14/status/847384069411192832
3/30/2017 13:58,5,5,“…problematic use of pregabalin amongst our client group…was identified by frontline workers a number of months ago” http://www. thejournal.ie/pregabalin-inj ecting-snorting-dublin-limerick-3312295-Mar2017/?utm_source=shortlink …,,,8.47E+17,https://twitter.com/tonyduffin/status/847364840582594560
3/30/2017 13:55,0,3,Trial of Pregabalin for Acute and Chronic Sciatica — NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292 …,,,8.47E+17,https://twitter.com/ScreamTheYellow/status/847364269842747392
3/30/2017 13:35,0,0,hmmm... I wanted to be on pregabalin as so many say is superior but Dr refused. Cost thing I believe.,,,8.47E+17,https://twitter.com/curlywurlygirly/status/847359131732267011
3/30/2017 13:33,0,0,Definitely need titrating. I've gone back on Gabapentin because I think the pregabalin was messing with my guts. now unsure,,,8.47E+17,https://twitter.com/doodle_beth/status/847358514498383873
3/30/2017 12:54,6,0,@tonyduffin from @AnaLiffey discussing Pregabalin misuse. Harm reduction info: http:// drugs.ie/pregabalin http:// jrnl.ie/3312295,@tonyduffin @AnaLiffey,,8.47E+17,https://twitter.com/nickikilleen/status/847348684840853504
3/30/2017 11:24,0,0,Trial of Pregabalin for Acute and Chronic Sciatica — NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNydbD1JthE.twitter …,,#,8.47E+17,https://twitter.com/DrugDrcdw/status/847326057631895553
3/30/2017 10:45,0,0,Pregabalin may treat the pain and the stiffness on which other medication doesn't work,,,,
3/30/2017 7:48,0,3,The anti-convulsant drugs gabapentin and pregabalin may be used. #Fibromyalgia,,#Fibromyalgia,8.47E+17,https://twitter.com/FixFibromyalgia/status/847271753885786113
3/30/2017 6:23,0,1,No Benefit of Pregabalin in Sciatica http://www. medscape.com/viewarticle/87 7640 …,,,8.47E+17,https://twitter.com/Luiscolomavilla/status/847250485396389888
3/30/2017 6:03,1,1,Anyone who has stopped pregabalin cold turkey?,,,8.47E+17,https://twitter.com/curlywurlygirly/status/847245351975178240
3/30/2017 4:57,5,5,Pregabalin at wk 8 unhelpful for subacute radiculopathy causing sciatica. Not surprised. TFESI does help. http:// ow.ly/NGrL30anWOw,,,8.47E+17,https://twitter.com/DrMarcRusso/status/847228768972283905
3/30/2017 4:53,2,2,Pregabalin and duloxetine are approved for the management of #fibromyalgia .,,#fibromyalgia,8.47E+17,https://twitter.com/FixFibromyalgia/status/847227687034736641
3/30/2017 4:45,0,0,Pregabalin improved both insomnia and the back pain from spine fractures of my patient.Side effect works well.,,,8.47E+17,https://twitter.com/shibuya_clinic/status/847225750033846273
3/30/2017 2:20,0,0,Pregabalin vs Placebo for Sciatica: Is It Effective? http://www. neurologyadvisor.com/pregabalin-not -effective-for-sciatica-treatment/article/646820/ … via @neuroadvisor Try PT 1st!,@neuroadvisor,,8.47E+17,https://twitter.com/dborthopt/status/847189310608748545
3/30/2017 1:23,0,0,i wish i could give everyone around me some Pregabalin so they'd be happy and shut the hell up.,,,8.47E+17,https://twitter.com/zixdmostafx/status/847174969293508609
3/29/2017 22:53,3,2,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 21:35,0,0,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 21:32,0,0,pregabalin ?? And we're good to go lol x,,,8.47E+17,https://twitter.com/missdavies73/status/847116881244901376
3/29/2017 20:58,0,0,Pregabalin ,,,,
3/29/2017 20:40,2,3,Both effective. Sometimes less side-effects with pregabalin ,,,,
3/29/2017 20:39,1,2,#cpcdialog any experience with Pregabalin over Gabapentin? https:// twitter.com/AllenFinley/st atus/847102804229525504 …,,#cpcdialog,8.47E+17,https://twitter.com/AmblerJulia/status/847103429365432320
3/29/2017 20:21,0,0,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 19:29,0,1,i was given pregabalin for anxiety and it helps some of my pain a lot,,,,
3/29/2017 19:08,0,1,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 18:48,0,0,i'm currently on ibuprfen too & omeprazole. i'm planning to try out gababentin/ pregabalin and possibly cannabinoids,,,8.47E+17,https://twitter.com/disabilisaur/status/847075519157997570
3/29/2017 18:16,1,1,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 17:52,0,0,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 17:45,0,0,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 17:35,0,0,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 16:49,0,0,Pregabalin vs Placebo for #Sciatica : Is It Effective? http:// goo.gl/alerts/EVyzC use wheat cushions 4 pain not drugs http:// tinyurl.com/muy6v4g,,#Sciatica,8.47E+17,https://twitter.com/GenealogyData/status/847045460732850176
3/29/2017 16:45,7,1,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 16:40,0,0,Nerve drug pregabalin ineffective for sciatica,,,,
3/29/2017 16:40,0,0,Pregabalin may treat the pain and the stiffness on which other medication doesn't work,,,,
3/29/2017 14:15,0,1,I never tried pregabalin ,,,,
3/29/2017 14:11,0,1,Just the pregabalin mind you,,,,
3/29/2017 11:56,0,0,New2Trip: Pregabalin Zentiva k.s. - neuropathic pain,,,,
3/29/2017 6:41,0,0,Pregabalin Is Ineffective for Treating Sciatica Pain - NEJM Journal Watch http://www. jwatch.org/na43704/2017/0 3/22/pregabalin-ineffective-treating-sciatica-pain?ijkey=r7547VMlS/f9I&keytype=ref&siteid=jwatch&variant=full-text …,,,8.47E+17,https://twitter.com/JVDagher/status/846892463742599173
3/29/2017 3:01,1,2,Na sowas: Lyrica ( Pregabalin ) wirkt doch nicht gegen Ischialgie. Aber auch nicht gegen Schmerzen,,,,
3/29/2017 1:41,0,0,Levetiracetam synergizes with gabapentin,,,,
3/29/2017 1:21,0,0,A PRECISE Study of Pregabalin for Sciatica https:// resident360.nejm.org/content_items/ 2534/ …,,,8.47E+17,https://twitter.com/rugnetwerk/status/846811969428574208
3/28/2017 23:59,0,1,pregabalin did that to me stopped taking it now Dr wants me to try again 4x as much ffs no chance lol x,,,8.47E+17,https://twitter.com/Chriswing14/status/846791340855885825
3/28/2017 22:26,0,0,Pregabalin Is Ineffective for Treating Sciatica Pain https:// shar.es/1QgHQv,,,8.47E+17,https://twitter.com/OCHOADR/status/846767987356938243
3/28/2017 21:16,0,0,Carbocistine,,,,
3/28/2017 20:07,0,0,Pregabalin sucks for sciatica and HERDOO2 for that special lady http:// blogs.bmj.com/bmj/2017/03/27 /richard-lehmans-journal-review-27-march-2017/ …,,,8.47E+17,https://twitter.com/ottawamarble/status/846732883956027392
3/28/2017 19:39,0,0,Its official! The #DrugsDontWork #drugfree Pregabalin Is Ineffective for Treating Sciatica Pain - NEJM Journal Watch http://www. jwatch.org/na43704/2017/0 3/22/pregabalin-ineffective-treating-sciatica-pain?ijkey=r7547VMlS/f9I&keytype=ref&siteid=jwatch&variant=full-text …,,#DrugsDontWork #drugfree,8.47E+17,https://twitter.com/c2chiropractic/status/846726032191377408
3/28/2017 19:38,0,0,then perhaps pregabalin scripts will increase #opportunitycosts,,#opportunitycosts,8.47E+17,https://twitter.com/mellojonny/status/846725677734866944
3/28/2017 19:38,0,0,Pregabalin ineffective for sciatica pain #EBM #chronicpain http://www. jwatch.org/na43704/2017/0 3/22/pregabalin-ineffective-treating-sciatica-pain …,,#EBM #chronicpain,8.47E+17,https://twitter.com/danielleneslon/status/846725634344845312
3/28/2017 19:34,0,0,PRECISE study demonstrates no pain benefit to pregabalin compared to placebo in treatment of sciatica. @NEJM https:// twitter.com/NEJM/status/84 6701079563845633 …,@NEJM,,8.47E+17,https://twitter.com/alhecht/status/846724615397396480
3/28/2017 19:00,0,0,Biological rationale and potential clinical use of gabapentin and pregabalin in bipolar disorder,,,,
3/28/2017 18:56,0,0,Pregabalin /Lyrica has no benefit versus placebo for sciatica. Does have increased chance of side-effects. https:// twitter.com/NEJM/status/84 6701079563845633 …,,,8.47E+17,https://twitter.com/doctorwhitecoat/status/846715243485114369
3/28/2017 18:49,0,0,Pregabalin for sciatica: risks easily outweigh (non-existent) benefits in this,,,,
3/28/2017 18:07,0,0,Trial of Pregabalin for Acute and Chronic Sciatica http:// plus.mcmaster.ca/evidencealerts /viewarticle.aspx?a=73884&S=TW&U=c6JvWc4WQrDH02MQi3mRXQ== …,,,8.47E+17,https://twitter.com/centrocifel/status/846702907588251648
3/28/2017 18:00,31,41,From Pages to Practice: Pregabalin for Sciatic Pain http:// nej.md/2o93f8O via @NEJMres360 pic.twitter.com/ISEUPObzsI,@NEJMres360,,8.47E+17,https://twitter.com/NEJM/status/846701079563845633
3/28/2017 17:41,0,1,Errr I'm getting carbocisteine,,,,
3/28/2017 17:08,0,1,Weeks of it for #DVT ! (RTA) So,,,,
3/28/2017 16:47,0,0,so bsi neuropathic pain.. pregabalin (lyrica) na yan,,,8.47E+17,https://twitter.com/fidelity_III/status/846682542921039872
3/28/2017 16:39,2,0,Biological rationale and clinical use of gabapentin & pregabalin in bipolar disorder,,,,
3/28/2017 16:31,3,0,Cumulative effect of 3 prescription drugs (methadone,,,,
3/28/2017 15:36,0,1,The efficacy of pregabalin for the management of postoperative pain in primary total knee and hip arthroplasty: a … http:// ift.tt/2nqpubg,,,8.47E+17,https://twitter.com/painmanwise/status/846664772963717120
3/28/2017 15:28,0,0,Pregabalin Is Ineffective for Treating Sciatica Pain http:// fb.me/1RLqmJURV,,,8.47E+17,https://twitter.com/DrEbzo/status/846662755235123200
3/28/2017 13:36,0,0,pregabalin kinda ?,,,8.47E+17,https://twitter.com/happysalman2009/status/846634677565730816
3/28/2017 13:22,0,1,@diar_fattah If we're going that way then we'd better stop tramadol,,,,
3/28/2017 12:10,14,14,Pregabalin no better than placebo for sciatica. http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=TOC … @AmrNeurosurgery @markhwilson @SpineNeuroSurg @CrispinWigfield,@AmrNeurosurgery @markhwilson @SpineNeuroSurg @CrispinWigfield,,8.47E+17,https://twitter.com/drtintin99/status/846612834935078914
3/28/2017 12:00,0,0,Pregabalin is an anticonvulsant drug used for #NeuropathicPain .,,#NeuropathicPain,8.47E+17,https://twitter.com/NeuropathyFix/status/846610348044140544
3/28/2017 9:10,0,0,No Benefit of Pregabalin in Sciatica http://www. medscape.com/viewarticle/87 7640?src=soc_fb_170327_mscpedt_news_pharm_sciatica?src=soc_tw_share … via @medscape,@medscape,,8.47E+17,https://twitter.com/carodonm/status/846567727766687745
3/28/2017 8:14,8,10,Pregabalin no better than placebo for treating #backpain or #sciatica : listen to @DrChristineLin with @normanswan https:// radio.abc.net.au/programitem/pg 4G0d3p4G … pic.twitter.com/zwU4XOjw4M,@DrChristineLin @normanswan,#backpain #sciatica,8.47E+17,https://twitter.com/georgeinstitute/status/846553598058115072
3/28/2017 5:41,0,0,"No benefit for Pregabalin over placebo for Sciatica."" NEJM RCT (n=209) http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNmpkAaDpjg.twitter … #NEJM #lowbackpain #chronicpain""",,# #NEJM #lowbackpain #chronicpain,8.47E+17,https://twitter.com/njmian/status/846514975166398465
3/28/2017 4:00,0,0,New post in Dev. of Pharmacy Career Channel: Original Article: Trial of Pregabalin for Acute and Chronic Sciatica … http:// ift.tt/2noUHvv,,,8.46E+17,https://twitter.com/pharmaksaorg/status/846489669135208449
3/28/2017 2:56,0,0,Trial of Pregabalin for Acute and Chronic Sciatica — NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNmDYiEEp_M.twitter …,,#,8.46E+17,https://twitter.com/parulkeniaPT/status/846473447416868864
3/28/2017 2:53,0,0,Pregabalin Is Ineffective for Treating Sciatica Pain https:// shar.es/1QWbZ1,,,8.46E+17,https://twitter.com/MarcMedMD/status/846472847841247232
3/28/2017 1:48,0,0,Pregabalin ? Is this for pregnant women who want to play basketball?,,,8.46E+17,https://twitter.com/unchangeablebrd/status/846456490894540801
3/28/2017 1:39,1,1,What's surprisingly vague is that #NICE / CKS recommends Pregabalin for *all* neuropathic pain,,,,
3/28/2017 1:30,0,1,Pregabalin Is Ineffective for Treating Sciatica Pain. http://www. jwatch.org/na43704/2017/0 3/22/pregabalin-ineffective-treating-sciatica-pain?ijkey=r7547VMlS/f9I&keytype=ref&siteid=jwatch&variant=full-text#…,,#,8.46E+17,https://twitter.com/sedatyanturali/status/846451884089073664
3/28/2017 1:26,0,0,No Benefit of Pregabalin in Sciatica http://www. medscape.com/viewarticle/87 7640?src=soc_fb_170327_mscpedt_news_pharm_sciatica?src=soc_tw_share … via @medscape,@medscape,,8.46E+17,https://twitter.com/gabrielpreutu/status/846450762855190528
3/28/2017 0:59,0,0,Pregabalin Is Ineffective for Treating Sciatica Pain. https:// zedie.wordpress.com/2017/03/27/pre gabalin-is-ineffective-for-treating-sciatica-pain …,,,8.46E+17,https://twitter.com/gladeolie/status/846444059958874113
3/28/2017 0:28,0,0,according to this article pregabalin a pretty weak drug in DPN with lots of unpublished negative trials; http://www. neurology.org/content/early/ 2017/03/24/WNL.0000000000003882.short?sid=c33e4077-9b9c-41b9-b388-73274682b1ad …,,,8.46E+17,https://twitter.com/vigkap/status/846436354233962498
3/28/2017 0:09,2,7,i thought i would never be able to function normally under the effect of pregabalin but i have achieved this.,,,8.46E+17,https://twitter.com/mahobili/status/846431605300350976
3/28/2017 0:03,0,5,Biological rationale and potential clinical use of gabapentin and pregabalin in bipolar di.. #bipolar #bhivelabs http:// dld.bz/f8a8c,,#bipolar #bhivelabs,8.46E+17,https://twitter.com/BipolarNews1/status/846429890756988929
3/27/2017 23:38,0,0,Pregabalin not effective for pain in sciatica - isn't this depressing http:// redd.it/61jktb #Sciatica http:// morethancure.com/mtc/dx/?s=Scia tica …,,#Sciatica,8.46E+17,https://twitter.com/morethancure/status/846423701004333056
3/27/2017 23:14,15,14,Pain is personal. Pregabalin definitely not first choice for sciatica @NEJM but does it work for anyone? Not clear. http:// blogs.bmj.com/bmj/2017/03/27 /richard-lehmans-journal-review-27-march-2017/ …,@NEJM,,8.46E+17,https://twitter.com/RichardLehman1/status/846417647868792832
3/27/2017 22:57,0,0,No es mejor que placebo....Trial of Pregabalin for Acute and Chronic Sciatica — NEJM http:// ln.is/www.nejm.org/d oi/ful/AWU96 …,,,8.46E+17,https://twitter.com/emarcotejon/status/846413457264185346
3/27/2017 22:46,5,10,Gabapentin is INEFFECTIVE in diabetic neuropathy. Use duloxetine,,,,
3/27/2017 22:14,0,0,@gallenbitter Epileptiker finden das urwitzig. Aber nur wenn sie Pregabalin eingeworfen haben...,@gallenbitter,,8.46E+17,https://twitter.com/OWhig/status/846402598588571648
3/27/2017 22:10,0,0,Pregabalin . Ha. What is it good for? Absolutely.. .. https:// twitter.com/felly500/statu s/846398251788066816 …,,,8.46E+17,https://twitter.com/jodyaberdein/status/846401674331799552
3/27/2017 21:57,2,1,Pregabalin ineffective for sciatica @JoWatson99 @ElspethDesert @LizzieDavey2 @JayneLMasters https:// twitter.com/cgmmaher/statu s/844656032219508736 …,@JoWatson99 @ElspethDesert @LizzieDavey2 @JayneLMasters,,8.46E+17,https://twitter.com/ManleyJoanna/status/846398262869475328
3/27/2017 21:57,2,0,Pregabalin Is it effective for anything Is it any better than any of the (cheaper) alternatives? Discuss https:// twitter.com/tomratcliffe2/ status/846276121847050240 …,,,8.46E+17,https://twitter.com/felly500/status/846398251788066816
3/27/2017 21:01,0,1,Pregabalin : uses,,,,
3/27/2017 20:54,0,0,Pregabalin no more effective than placebo in treatment of acute,,,,
3/27/2017 20:47,0,0,Pregabalin : uses,,,,
3/27/2017 20:44,0,0," Pregabalin No Help for Sciatica Leg Pain"" http://www. medpagetoday.com/Neurology/Pain Management/64054 …""",,,8.46E+17,https://twitter.com/mattiwaananen/status/846379825476620289
3/27/2017 19:52,0,0,Game changer? Pregabalin No Help for Sciatica Leg Pain https://www. medpagetoday.com/Neurology/Pain Management/64054 … .,,,8.46E+17,https://twitter.com/DrDJCritchley/status/846366884610162689
3/27/2017 18:17,0,0,Efficacy of pregabalin for management of postoperative pain in primary total knee and hip arthroplasty http:// bit.ly/2nEcAZa #FOAMortho,,#FOAMortho,8.46E+17,https://twitter.com/MSKmedBMC/status/846342792443944960
3/27/2017 17:58,2,2,No evidence for benefit of pregabalin treatment in sciatica https:// twitter.com/britishpainsoc /status/844822404400496641 …,,,8.46E+17,https://twitter.com/BethDarnall/status/846338139534741504
3/27/2017 14:35,0,0,#Pregabalin no better than a #placebo at relieving leg pain linked to #sciatica - with more side effects! Send on. pic.twitter.com/mjqThcMTIY,,#Pregabalin #placebo #sciatica,8.46E+17,https://twitter.com/thasnain1/status/846287167076929536
3/27/2017 14:32,0,1,pregabalin ,,,,
3/27/2017 14:17,0,0,If it's not pregabalin it's gabapentin and if that does not work then it's amitriptyline. The amount of drugs used for neuropathic pain. #MS,,#MS,8.46E+17,https://twitter.com/JimJulien66/status/846282454365294592
3/27/2017 13:29,0,0,Trial of Pregabalin for Acute and Chronic Sciatica http:// ift.tt/2na0hl6,,,8.46E+17,https://twitter.com/animesh1977/status/846270369182961666
3/27/2017 13:17,0,0,Trial of Pregabalin for Acute and Chronic Sciatica http://www.nejm.org:80/doi/full/10.1056/NEJMoa1614292?af=R&rss=currentIssue nejm.org/doi/full/10.10 … #Massachusetts Medical Society: New England Journal of Medicine…,,#Massachusetts,8.46E+17,https://twitter.com/SpaceMedic/status/846267375993413632
3/27/2017 13:17,0,0,Is Pregabalin Ineffective in Acute or Chronic Sciatica? http://www.nejm.org:80/doi/full/10.1056/NEJMe1701147?af=R&rss=currentIssue nejm.org/doi/full/10.10 … #Massachusetts Medical Society: New England Journal of Med…,,#Massachusetts,8.46E+17,https://twitter.com/SpaceMedic/status/846267371740377088
3/27/2017 12:58,0,0,Drug no good for back pain: Pregabalin no better than placebo for treating back pain or sciatica. https:// goo.gl/fb/E46q6Q,,,8.46E+17,https://twitter.com/asntly/status/846262712820629505
3/27/2017 10:57,1,1,Sciatica medication Pregabalin no more effective than placebo: our @NEJM study in @abcnews http://www. abc.net.au/news/2017-03-2 3/sciatica-drug,,,,
3/27/2017 10:30,0,1,Pain from sciatica: no improvement with pregabalin in major randomised trial. http:// ow.ly/9gVv30aauv7,,,8.46E+17,https://twitter.com/SimonGandevia/status/846225377945104384
3/27/2017 10:30,1,1,Pain from sciatica: no improvement with pregabalin in major randomised trial. http:// ow.ly/9gVv30aauv7,,,8.46E+17,https://twitter.com/MotorImpairment/status/846225377848672256
3/27/2017 9:48,0,4,The anti-convulsant drugs gabapentin and pregabalin may be used. Fibromyalgia,,,8.46E+17,https://twitter.com/FixFibromyalgia/status/846214932639203328
3/27/2017 9:05,0,0,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Occipital Neuralgia Cervicogenic Headache Temporomandibular Tramadol Pregabalin pic.twitter.com/eTrQ7X1XsK,,,8.46E+17,https://twitter.com/Releafinfo/status/846203878030790657
3/27/2017 8:45,0,1,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … health fear Pregabalin Fentanyl Buccal recovery Tapentadol Occipital Neuralgia pic.twitter.com/UtQ9rJM28W,,,8.46E+17,https://twitter.com/Releafinfo/status/846198846959108096
3/27/2017 8:08,0,0,Trial of Pregabalin for Acute and Chronic Sciatica — NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292#.WNh7LrRSo5Y.twitter …,,#,8.46E+17,https://twitter.com/shnizumi/status/846189703002927104
3/27/2017 8:05,0,0,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Temporomandibular Tramadol Pregabalin Occipital Neuralgia Cervicogenic Headache pic.twitter.com/zJAelKCnJ8,,,8.46E+17,https://twitter.com/NOEfibromyalgia/status/846188777806606337
3/27/2017 7:45,0,0,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Fentanyl Buccal recovery Tapentadol Occipital Neuralgia health fear Pregabalin pic.twitter.com/VD3H2VE4Ax,,,8.46E+17,https://twitter.com/NOEfibromyalgia/status/846183747204661249
3/27/2017 7:05,0,0,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Tramadol Pregabalin Cervicogenic Headache Temporomandibular Occipital Neuralgia pic.twitter.com/C6DXd1lLQG,,,8.46E+17,https://twitter.com/killallLUPUS/status/846173679620902912
3/27/2017 6:48,0,4,Pregabalin and duloxetine are approved for the management of #fibromyalgia .,,#fibromyalgia,8.46E+17,https://twitter.com/FixFibromyalgia/status/846169453121409025
3/27/2017 6:45,0,0,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … health fear Fentanyl Buccal recovery Tapentadol Pregabalin Occipital Neuralgia pic.twitter.com/diQ4TKs48r,,,8.46E+17,https://twitter.com/killallLUPUS/status/846168645998804993
3/27/2017 6:11,0,1,anyone with more than a minor ache seems to be prescribed pregabalin .,,,8.46E+17,https://twitter.com/simbris/status/846160300835418112
3/27/2017 6:05,0,1,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Pregabalin Occipital Neuralgia Cervicogenic Headache Temporomandibular Tramadol pic.twitter.com/nhSuQZ4BWc,,,8.46E+17,https://twitter.com/JustopHURTINGme/status/846158578180251648
3/27/2017 5:45,0,1,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Fentanyl Buccal recovery fear Pregabalin Tapentadol health Occipital Neuralgia pic.twitter.com/lhHGCRZKxJ,,,8.46E+17,https://twitter.com/JustopHURTINGme/status/846153545300664320
3/27/2017 5:17,0,1,The fact that people R taking a substance like Pregabalin speaks volumes about dislocation in society. #prisonplanet as in rat park,,#prisonplanet,8.46E+17,https://twitter.com/p3t3rmcdade/status/846146664314421248
3/27/2017 5:05,0,0,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Pregabalin Occipital Neuralgia Cervicogenic Headache Temporomandibular Tramadol pic.twitter.com/rK24mEuBhs,,,8.46E+17,https://twitter.com/jewishketum/status/846143478580994052
3/27/2017 4:51,0,0,Pregabalin vs placebo for Acute and Chronic Sciatica — @NEJM http://www. nejm.org/doi/full/10.10 56/NEJMoa1614292?query=featured_home …,@NEJM,,8.46E+17,https://twitter.com/ramikafa/status/846140093819703297
3/27/2017 4:45,0,0,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Fentanyl Buccal recovery Pregabalin Tapentadol health fear Occipital Neuralgia pic.twitter.com/qT3tDzfHAG,,,8.46E+17,https://twitter.com/jewishketum/status/846138447907753984
3/27/2017 4:05,0,1,http://www. re-leaf.us KRATOM VIDEO https://www. youtube.com/watch?v=PHBXTP _AO6s&t=3s … Pregabalin Cervicogenic Headache Temporomandibular Tramadol Occipital Neuralgia pic.twitter.com/jxRIIR8Wmm,,,8.46E+17,https://twitter.com/IgiveKRATOM/status/846128383796957184
